Valor de k(PCA):	Valor de k(LDA):	Valor de err:
1.000000		1.000000		94.915254
1.000000		6.000000		---

6.000000		1.000000		95.613161
6.000000		6.000000		71.186441
6.000000		11.000000		---

11.000000		1.000000		95.413759
11.000000		6.000000		63.559322
11.000000		11.000000		55.284148
11.000000		16.000000		---

16.000000		1.000000		95.712861
16.000000		6.000000		68.494516
16.000000		11.000000		47.557328
16.000000		16.000000		46.261216
16.000000		21.000000		---

21.000000		1.000000		94.117647
21.000000		6.000000		61.316052
21.000000		11.000000		42.422732
21.000000		16.000000		39.780658
21.000000		21.000000		38.883350
21.000000		26.000000		---

26.000000		1.000000		92.971087
26.000000		6.000000		62.063809
26.000000		11.000000		39.730808
26.000000		16.000000		35.144566
26.000000		21.000000		34.646062
26.000000		26.000000		36.191426
26.000000		31.000000		---

31.000000		1.000000		93.519442
31.000000		6.000000		62.911266
31.000000		11.000000		38.883350
31.000000		16.000000		33.599202
31.000000		21.000000		33.200399
31.000000		26.000000		34.346959
31.000000		31.000000		35.194417
31.000000		36.000000		---

36.000000		1.000000		93.519442
36.000000		6.000000		62.163509
36.000000		11.000000		37.387836
36.000000		16.000000		31.904287
36.000000		21.000000		32.253240
36.000000		26.000000		34.646062
36.000000		31.000000		34.795613
36.000000		36.000000		36.689930
36.000000		41.000000		---

41.000000		1.000000		93.120638
41.000000		6.000000		63.459621
41.000000		11.000000		37.088734
41.000000		16.000000		31.256231
41.000000		21.000000		32.652044
41.000000		26.000000		34.297109
41.000000		31.000000		36.141575
41.000000		36.000000		37.387836
41.000000		41.000000		38.285145
41.000000		46.000000		---

46.000000		1.000000		94.017946
46.000000		6.000000		64.406780
46.000000		11.000000		37.437687
46.000000		16.000000		30.957129
46.000000		21.000000		32.003988
46.000000		26.000000		33.250249
46.000000		31.000000		34.795613
46.000000		36.000000		36.390828
46.000000		41.000000		36.490528
46.000000		46.000000		36.590229
46.000000		51.000000		---

51.000000		1.000000		91.774676
51.000000		6.000000		63.160518
51.000000		11.000000		36.839482
51.000000		16.000000		29.361914
51.000000		21.000000		30.358923
51.000000		26.000000		32.951147
51.000000		31.000000		34.446660
51.000000		36.000000		35.742772
51.000000		41.000000		36.739781
51.000000		46.000000		36.440678
51.000000		51.000000		37.238285
51.000000		56.000000		---

56.000000		1.000000		93.220339
56.000000		6.000000		63.359920
56.000000		11.000000		36.590229
56.000000		16.000000		30.009970
56.000000		21.000000		29.661017
56.000000		26.000000		29.710867
56.000000		31.000000		31.655035
56.000000		36.000000		33.549352
56.000000		41.000000		34.297109
56.000000		46.000000		34.496510
56.000000		51.000000		34.297109
56.000000		56.000000		36.540379
