Valor de k(PCA):	Valor de k(LDA):	Valor de err:
1.000000		1.000000		64.257228
1.000000		2.000000		---
11.000000		1.000000		60.019940
11.000000		2.000000		48.753739
11.000000		3.000000		34.346959
11.000000		4.000000		28.464606
11.000000		5.000000		18.793619
11.000000		6.000000		16.450648
11.000000		7.000000		12.711864
11.000000		8.000000		11.964108
11.000000		9.000000		10.767697
21.000000		1.000000		58.325025
21.000000		2.000000		46.410768
21.000000		3.000000		36.739781
21.000000		4.000000		28.065803
21.000000		5.000000		19.990030
21.000000		6.000000		15.204387
21.000000		7.000000		12.213360
21.000000		8.000000		10.917248
21.000000		9.000000		11.016949
31.000000		1.000000		60.468594
31.000000		2.000000		45.314058
31.000000		3.000000		36.041874
31.000000		4.000000		29.162512
31.000000		5.000000		17.896311
31.000000		6.000000		13.559322
31.000000		7.000000		12.512463
31.000000		8.000000		11.016949
31.000000		9.000000		10.319043
41.000000		1.000000		60.368893
41.000000		2.000000		46.111665
41.000000		3.000000		37.886341
41.000000		4.000000		29.312064
41.000000		5.000000		18.544367
41.000000		6.000000		14.606181
41.000000		7.000000		12.313061
41.000000		8.000000		10.817547
41.000000		9.000000		10.568295
51.000000		1.000000		59.222333
51.000000		2.000000		47.108674
51.000000		3.000000		37.038883
51.000000		4.000000		28.165503
51.000000		5.000000		19.142572
51.000000		6.000000		14.855434
51.000000		7.000000		13.010967
51.000000		8.000000		10.717846
51.000000		9.000000		10.967099
61.000000		1.000000		58.325025
61.000000		2.000000		45.463609
61.000000		3.000000		37.537388
61.000000		4.000000		27.417747
61.000000		5.000000		18.344965
61.000000		6.000000		14.356929
61.000000		7.000000		12.811565
61.000000		8.000000		10.767697
61.000000		9.000000		10.717846
71.000000		1.000000		59.970090
71.000000		2.000000		44.715852
71.000000		3.000000		37.088734
71.000000		4.000000		27.766700
71.000000		5.000000		17.298106
71.000000		6.000000		14.257228
71.000000		7.000000		12.562313
71.000000		8.000000		11.016949
71.000000		9.000000		10.568295
81.000000		1.000000		57.377866
81.000000		2.000000		45.663011
81.000000		3.000000		37.088734
81.000000		4.000000		27.218345
81.000000		5.000000		18.693918
81.000000		6.000000		14.356929
81.000000		7.000000		11.964108
81.000000		8.000000		11.116650
81.000000		9.000000		10.817547
91.000000		1.000000		58.673978
91.000000		2.000000		45.613161
91.000000		3.000000		35.493519
91.000000		4.000000		27.467597
91.000000		5.000000		18.095713
91.000000		6.000000		14.356929
91.000000		7.000000		12.313061
91.000000		8.000000		11.764706
91.000000		9.000000		11.316052
